Date,Région,Maladie,Sexe,Tranche_d_âge,Nombre_de_cas
2024-08-10,Lubumbashi,COVID-19,Féminin,6-17,4
2024-08-11,Kisangani,Choléra,Masculin,18-35,14
2024-08-11,Mbuji-Mayi,COVID-19,Féminin,60+,5
2024-08-11,Kisangani,COVID-19,Masculin,36-60,8
2024-08-11,Goma,Tuberculose,Masculin,6-17,15
2024-08-11,Kisangani,COVID-19,Masculin,36-60,3
2024-08-11,Kinshasa,Choléra,Féminin,18-35,18
2024-08-11,Mbuji-Mayi,Rougeole,Masculin,6-17,5
2024-08-11,Kinshasa,Tuberculose,Féminin,18-35,6
2024-08-11,Lubumbashi,Paludisme,Féminin,18-35,5
2024-08-11,Kinshasa,Paludisme,Masculin,36-60,16
2024-08-12,Lubumbashi,Choléra,Masculin,18-35,13
2024-08-12,Goma,COVID-19,Masculin,60+,19
2024-08-12,Mbuji-Mayi,Tuberculose,Masculin,60+,12
2024-08-12,Kisangani,COVID-19,Féminin,18-35,19
2024-08-12,Kisangani,Choléra,Masculin,36-60,14
2024-08-13,Lubumbashi,Tuberculose,Masculin,36-60,4
2024-08-13,Kinshasa,Rougeole,Féminin,60+,14
2024-08-13,Kinshasa,Tuberculose,Féminin,6-17,17
2024-08-13,Kisangani,Choléra,Féminin,18-35,11
2024-08-13,Lubumbashi,Paludisme,Féminin,6-17,8
2024-08-13,Kisangani,Rougeole,Féminin,60+,8
2024-08-13,Lubumbashi,Rougeole,Masculin,36-60,17
2024-08-13,Kinshasa,Choléra,Féminin,60+,15
2024-08-13,Goma,Choléra,Masculin,36-60,9
2024-08-13,Kinshasa,COVID-19,Masculin,60+,9
2024-08-13,Mbuji-Mayi,Tuberculose,Féminin,36-60,15
2024-08-14,Mbuji-Mayi,Choléra,Masculin,60+,17
2024-08-14,Kisangani,COVID-19,Masculin,60+,1
2024-08-14,Kinshasa,Rougeole,Féminin,0-5,3
2024-08-14,Goma,Choléra,Masculin,60+,18
2024-08-14,Goma,Choléra,Masculin,0-5,15
2024-08-14,Kinshasa,COVID-19,Masculin,0-5,5
2024-08-15,Kisangani,Paludisme,Féminin,36-60,15
2024-08-15,Mbuji-Mayi,Tuberculose,Féminin,36-60,19
2024-08-15,Kisangani,Choléra,Masculin,18-35,11
2024-08-15,Kinshasa,COVID-19,Féminin,60+,9
2024-08-15,Kinshasa,Tuberculose,Masculin,0-5,7
2024-08-15,Kisangani,COVID-19,Féminin,0-5,4
2024-08-15,Kisangani,Rougeole,Masculin,18-35,1
2024-08-15,Mbuji-Mayi,Tuberculose,Féminin,60+,7
2024-08-15,Goma,Choléra,Masculin,6-17,1
2024-08-15,Lubumbashi,Choléra,Féminin,36-60,16
2024-08-15,Mbuji-Mayi,Tuberculose,Féminin,18-35,2
2024-08-15,Mbuji-Mayi,Paludisme,Masculin,6-17,13
2024-08-15,Goma,Rougeole,Masculin,0-5,13
2024-08-15,Kinshasa,Choléra,Masculin,0-5,2
2024-08-15,Mbuji-Mayi,Paludisme,Féminin,0-5,18
2024-08-16,Mbuji-Mayi,Tuberculose,Féminin,60+,17
2024-08-16,Lubumbashi,Rougeole,Féminin,60+,13
2024-08-16,Kisangani,COVID-19,Féminin,18-35,5
2024-08-16,Kisangani,Rougeole,Féminin,18-35,13
2024-08-16,Goma,Rougeole,Féminin,18-35,16
2024-08-16,Goma,Choléra,Masculin,36-60,3
2024-08-16,Lubumbashi,Choléra,Masculin,18-35,20
2024-08-16,Lubumbashi,Rougeole,Féminin,0-5,1
2024-08-17,Kinshasa,COVID-19,Masculin,60+,13
2024-08-17,Lubumbashi,Tuberculose,Masculin,18-35,13
2024-08-17,Mbuji-Mayi,Rougeole,Féminin,60+,13
2024-08-17,Goma,Choléra,Masculin,36-60,19
2024-08-17,Mbuji-Mayi,Tuberculose,Masculin,36-60,12
2024-08-17,Mbuji-Mayi,COVID-19,Masculin,18-35,4
2024-08-17,Mbuji-Mayi,Paludisme,Féminin,36-60,15
2024-08-18,Mbuji-Mayi,COVID-19,Féminin,0-5,13
2024-08-18,Kinshasa,Paludisme,Masculin,36-60,2
2024-08-18,Lubumbashi,Choléra,Féminin,0-5,11
2024-08-18,Goma,Paludisme,Masculin,18-35,12
2024-08-18,Lubumbashi,Tuberculose,Masculin,60+,3
2024-08-18,Mbuji-Mayi,Choléra,Masculin,6-17,9
2024-08-18,Kisangani,Paludisme,Masculin,0-5,11
2024-08-18,Goma,Paludisme,Féminin,0-5,18
2024-08-18,Kinshasa,COVID-19,Féminin,18-35,4
2024-08-18,Mbuji-Mayi,Paludisme,Féminin,36-60,2
2024-08-18,Goma,Tuberculose,Féminin,0-5,3
2024-08-18,Kinshasa,Tuberculose,Masculin,60+,6
2024-08-18,Lubumbashi,COVID-19,Masculin,6-17,15
2024-08-18,Mbuji-Mayi,COVID-19,Féminin,6-17,20
2024-08-19,Kisangani,Rougeole,Masculin,6-17,15
2024-08-19,Kinshasa,Rougeole,Masculin,0-5,15
2024-08-19,Mbuji-Mayi,Rougeole,Féminin,18-35,1
2024-08-19,Goma,Choléra,Masculin,36-60,10
2024-08-19,Lubumbashi,Choléra,Masculin,6-17,15
2024-08-19,Goma,Paludisme,Féminin,0-5,8
2024-08-20,Goma,Tuberculose,Masculin,18-35,11
2024-08-20,Lubumbashi,Rougeole,Masculin,18-35,19
2024-08-20,Kinshasa,Paludisme,Masculin,18-35,15
2024-08-20,Goma,Paludisme,Masculin,0-5,1
2024-08-20,Lubumbashi,Tuberculose,Féminin,36-60,19
2024-08-21,Mbuji-Mayi,Tuberculose,Masculin,6-17,4
2024-08-21,Mbuji-Mayi,Paludisme,Féminin,36-60,12
2024-08-21,Kinshasa,Rougeole,Masculin,36-60,13
2024-08-21,Lubumbashi,Choléra,Féminin,0-5,4
2024-08-21,Lubumbashi,COVID-19,Féminin,6-17,7
2024-08-21,Kinshasa,Tuberculose,Féminin,36-60,6
2024-08-21,Lubumbashi,Tuberculose,Masculin,0-5,4
2024-08-21,Goma,Rougeole,Féminin,0-5,13
2024-08-21,Kisangani,Tuberculose,Féminin,18-35,5
2024-08-21,Kisangani,Tuberculose,Masculin,6-17,2
2024-08-21,Mbuji-Mayi,Rougeole,Féminin,18-35,18
2024-08-21,Lubumbashi,COVID-19,Masculin,36-60,13
2024-08-21,Mbuji-Mayi,Paludisme,Masculin,18-35,7
2024-08-21,Kinshasa,Rougeole,Masculin,60+,13
2024-08-21,Kinshasa,Paludisme,Masculin,36-60,5
2024-08-22,Goma,Tuberculose,Féminin,18-35,13
2024-08-22,Kinshasa,Choléra,Masculin,36-60,20
2024-08-22,Mbuji-Mayi,Rougeole,Féminin,60+,5
2024-08-22,Mbuji-Mayi,Paludisme,Masculin,18-35,13
2024-08-22,Goma,Tuberculose,Masculin,60+,6
2024-08-22,Goma,COVID-19,Masculin,6-17,13
2024-08-23,Kisangani,Choléra,Masculin,18-35,10
2024-08-23,Kinshasa,Choléra,Féminin,6-17,8
2024-08-23,Goma,Choléra,Féminin,18-35,2
2024-08-23,Goma,Paludisme,Féminin,60+,16
2024-08-23,Goma,Rougeole,Féminin,36-60,12
2024-08-24,Lubumbashi,Choléra,Féminin,6-17,12
2024-08-24,Goma,Choléra,Masculin,60+,9
2024-08-24,Mbuji-Mayi,Tuberculose,Masculin,36-60,20
2024-08-24,Kisangani,Choléra,Masculin,18-35,2
2024-08-24,Kinshasa,Rougeole,Féminin,6-17,20
2024-08-24,Kinshasa,Tuberculose,Féminin,6-17,9
2024-08-25,Kinshasa,Tuberculose,Féminin,36-60,11
2024-08-25,Goma,Rougeole,Féminin,0-5,2
2024-08-25,Kisangani,Tuberculose,Masculin,0-5,18
2024-08-25,Lubumbashi,Rougeole,Masculin,18-35,5
2024-08-25,Lubumbashi,Tuberculose,Masculin,0-5,16
2024-08-25,Goma,Rougeole,Masculin,36-60,2
2024-08-25,Goma,Tuberculose,Féminin,0-5,20
2024-08-25,Lubumbashi,Paludisme,Féminin,36-60,4
2024-08-25,Goma,Rougeole,Féminin,60+,15
2024-08-26,Kisangani,Rougeole,Masculin,6-17,14
2024-08-26,Mbuji-Mayi,Tuberculose,Féminin,18-35,8
2024-08-26,Kisangani,Paludisme,Masculin,36-60,1
2024-08-26,Mbuji-Mayi,Paludisme,Féminin,60+,5
2024-08-26,Kinshasa,Tuberculose,Féminin,60+,8
2024-08-26,Mbuji-Mayi,Paludisme,Féminin,18-35,7
2024-08-26,Goma,Rougeole,Féminin,18-35,15
2024-08-26,Kinshasa,Choléra,Masculin,0-5,13
2024-08-27,Kinshasa,Rougeole,Masculin,18-35,15
2024-08-27,Kinshasa,Choléra,Féminin,0-5,4
2024-08-27,Goma,Paludisme,Masculin,18-35,13
2024-08-27,Kisangani,Rougeole,Féminin,6-17,9
2024-08-27,Goma,COVID-19,Féminin,60+,19
2024-08-27,Goma,Tuberculose,Masculin,18-35,13
2024-08-27,Goma,Rougeole,Féminin,18-35,18
2024-08-27,Goma,Rougeole,Masculin,60+,3
2024-08-28,Mbuji-Mayi,Tuberculose,Masculin,60+,13
2024-08-28,Lubumbashi,Paludisme,Masculin,0-5,16
2024-08-28,Kinshasa,Rougeole,Féminin,0-5,1
2024-08-28,Goma,Rougeole,Féminin,60+,18
2024-08-28,Lubumbashi,Rougeole,Féminin,60+,19
2024-08-29,Lubumbashi,Choléra,Féminin,18-35,16
2024-08-29,Kinshasa,COVID-19,Masculin,18-35,14
2024-08-29,Lubumbashi,COVID-19,Masculin,60+,8
2024-08-29,Kinshasa,Paludisme,Féminin,18-35,2
2024-08-29,Goma,Rougeole,Masculin,6-17,17
2024-08-29,Lubumbashi,COVID-19,Masculin,0-5,9
2024-08-29,Goma,COVID-19,Féminin,60+,15
2024-08-29,Mbuji-Mayi,Tuberculose,Masculin,0-5,2
2024-08-29,Kinshasa,COVID-19,Féminin,36-60,15
2024-08-29,Kisangani,Paludisme,Féminin,6-17,20
2024-08-29,Kisangani,Paludisme,Masculin,60+,7
2024-08-29,Mbuji-Mayi,Paludisme,Masculin,18-35,6
2024-08-29,Lubumbashi,COVID-19,Masculin,0-5,11
2024-08-29,Lubumbashi,Rougeole,Masculin,0-5,8
2024-08-30,Kisangani,Rougeole,Féminin,6-17,16
2024-08-30,Kisangani,Rougeole,Masculin,36-60,6
2024-08-30,Lubumbashi,COVID-19,Féminin,6-17,3
2024-08-30,Mbuji-Mayi,Tuberculose,Masculin,60+,17
2024-08-30,Kinshasa,COVID-19,Féminin,0-5,10
2024-08-30,Goma,Choléra,Masculin,6-17,16
2024-08-30,Lubumbashi,Choléra,Féminin,6-17,6
2024-08-30,Kisangani,Rougeole,Masculin,60+,9
2024-08-30,Goma,Rougeole,Masculin,18-35,19
2024-08-31,Mbuji-Mayi,COVID-19,Masculin,18-35,13
2024-08-31,Goma,COVID-19,Féminin,36-60,16
2024-08-31,Mbuji-Mayi,Tuberculose,Masculin,36-60,7
2024-08-31,Lubumbashi,Tuberculose,Masculin,6-17,1
2024-08-31,Kisangani,Rougeole,Féminin,60+,18
2024-08-31,Goma,Choléra,Féminin,18-35,19
2024-08-31,Mbuji-Mayi,COVID-19,Féminin,60+,15
2024-08-31,Kinshasa,Tuberculose,Masculin,0-5,6
2024-08-31,Kisangani,Rougeole,Masculin,0-5,7
2024-08-31,Mbuji-Mayi,Tuberculose,Féminin,36-60,11
2024-08-31,Kisangani,Rougeole,Féminin,6-17,12
2024-08-31,Mbuji-Mayi,Choléra,Masculin,18-35,4
2024-08-31,Lubumbashi,Choléra,Masculin,60+,17
2024-08-31,Goma,Paludisme,Féminin,0-5,13
2024-08-31,Lubumbashi,Choléra,Masculin,6-17,8
2024-09-01,Lubumbashi,Choléra,Masculin,6-17,17
2024-09-01,Lubumbashi,Tuberculose,Masculin,0-5,6
2024-09-01,Lubumbashi,Paludisme,Masculin,60+,13
2024-09-01,Kinshasa,Tuberculose,Masculin,18-35,2
2024-09-01,Kinshasa,Tuberculose,Féminin,60+,5
2024-09-01,Kisangani,COVID-19,Masculin,0-5,7
2024-09-01,Lubumbashi,Tuberculose,Féminin,18-35,16
2024-09-01,Lubumbashi,Paludisme,Masculin,36-60,1
2024-09-01,Goma,Rougeole,Masculin,60+,10
2024-09-01,Kinshasa,Tuberculose,Féminin,36-60,8
2024-09-01,Kisangani,Choléra,Masculin,6-17,2
2024-09-01,Mbuji-Mayi,Choléra,Féminin,18-35,11
2024-09-01,Mbuji-Mayi,Tuberculose,Féminin,0-5,2
2024-09-01,Kinshasa,Choléra,Féminin,18-35,17
2024-09-02,Goma,Rougeole,Masculin,36-60,14
2024-09-02,Goma,Choléra,Masculin,18-35,20
2024-09-02,Kinshasa,Choléra,Masculin,0-5,7
2024-09-02,Kisangani,Choléra,Masculin,18-35,2
2024-09-02,Goma,Choléra,Féminin,60+,10
2024-09-02,Kinshasa,COVID-19,Masculin,36-60,18
2024-09-02,Kisangani,Tuberculose,Féminin,60+,9
2024-09-02,Mbuji-Mayi,COVID-19,Masculin,6-17,10
2024-09-02,Goma,Rougeole,Féminin,18-35,1
2024-09-02,Lubumbashi,COVID-19,Masculin,60+,11
2024-09-02,Lubumbashi,Rougeole,Masculin,36-60,15
2024-09-02,Goma,Paludisme,Féminin,36-60,11
2024-09-02,Mbuji-Mayi,Rougeole,Masculin,36-60,7
2024-09-02,Lubumbashi,Tuberculose,Féminin,60+,7
2024-09-03,Mbuji-Mayi,Paludisme,Féminin,18-35,2
2024-09-03,Kisangani,Tuberculose,Féminin,60+,8
2024-09-03,Kinshasa,Choléra,Féminin,0-5,7
2024-09-03,Kinshasa,Choléra,Masculin,6-17,11
2024-09-03,Kinshasa,Rougeole,Féminin,36-60,17
2024-09-03,Lubumbashi,Paludisme,Féminin,0-5,13
2024-09-03,Mbuji-Mayi,COVID-19,Masculin,60+,18
2024-09-03,Kinshasa,Rougeole,Masculin,60+,14
2024-09-03,Lubumbashi,Rougeole,Féminin,0-5,5
2024-09-03,Lubumbashi,Tuberculose,Féminin,36-60,1
2024-09-03,Kisangani,Tuberculose,Masculin,0-5,11
2024-09-04,Kinshasa,Tuberculose,Féminin,0-5,6
2024-09-04,Goma,Rougeole,Masculin,6-17,6
2024-09-04,Kinshasa,Rougeole,Féminin,36-60,10
2024-09-04,Lubumbashi,Tuberculose,Féminin,60+,6
2024-09-04,Kinshasa,COVID-19,Masculin,6-17,3
2024-09-05,Goma,Paludisme,Féminin,60+,14
2024-09-05,Kinshasa,Choléra,Féminin,0-5,14
2024-09-05,Kisangani,Tuberculose,Féminin,18-35,4
2024-09-05,Goma,Tuberculose,Masculin,18-35,6
2024-09-05,Goma,Paludisme,Masculin,18-35,6
2024-09-05,Kinshasa,Choléra,Féminin,6-17,2
2024-09-05,Kinshasa,COVID-19,Masculin,6-17,18
2024-09-05,Kisangani,COVID-19,Masculin,6-17,1
2024-09-05,Mbuji-Mayi,COVID-19,Masculin,60+,5
2024-09-06,Kisangani,Tuberculose,Féminin,18-35,11
2024-09-06,Kisangani,Choléra,Masculin,60+,9
2024-09-06,Kinshasa,Paludisme,Féminin,0-5,14
2024-09-06,Goma,Choléra,Masculin,60+,10
2024-09-06,Goma,Rougeole,Masculin,18-35,18
2024-09-06,Goma,Paludisme,Masculin,36-60,7
2024-09-07,Mbuji-Mayi,Tuberculose,Masculin,60+,13
2024-09-07,Lubumbashi,Paludisme,Féminin,18-35,5
2024-09-07,Lubumbashi,COVID-19,Masculin,36-60,10
2024-09-07,Kisangani,Tuberculose,Féminin,36-60,16
2024-09-07,Kinshasa,Rougeole,Masculin,6-17,16
2024-09-08,Goma,Tuberculose,Féminin,60+,12
2024-09-08,Kinshasa,Paludisme,Féminin,6-17,12
2024-09-08,Kisangani,Tuberculose,Masculin,6-17,12
2024-09-08,Kisangani,COVID-19,Masculin,36-60,15
2024-09-08,Mbuji-Mayi,COVID-19,Féminin,6-17,4
2024-09-08,Goma,Choléra,Féminin,60+,1
2024-09-08,Goma,Tuberculose,Masculin,60+,12
2024-09-08,Mbuji-Mayi,COVID-19,Masculin,0-5,10
2024-09-08,Kinshasa,Rougeole,Féminin,6-17,9
2024-09-08,Kisangani,COVID-19,Masculin,18-35,8
2024-09-08,Lubumbashi,Choléra,Masculin,60+,7
2024-09-08,Kinshasa,COVID-19,Féminin,60+,7
2024-09-09,Kisangani,Rougeole,Féminin,0-5,7
2024-09-09,Goma,Rougeole,Féminin,36-60,12
2024-09-09,Goma,Choléra,Masculin,18-35,4
2024-09-09,Goma,COVID-19,Masculin,36-60,19
2024-09-09,Goma,COVID-19,Féminin,36-60,19
2024-09-09,Mbuji-Mayi,Paludisme,Masculin,60+,12
2024-09-09,Lubumbashi,Paludisme,Masculin,36-60,20
2024-09-09,Lubumbashi,COVID-19,Masculin,0-5,11
2024-09-09,Kinshasa,Rougeole,Masculin,36-60,15
2024-09-09,Kinshasa,Paludisme,Féminin,36-60,4
2024-09-09,Mbuji-Mayi,Tuberculose,Féminin,60+,1
2024-09-09,Kisangani,COVID-19,Féminin,6-17,19
2024-09-09,Kisangani,COVID-19,Féminin,36-60,13
2024-09-09,Goma,Tuberculose,Masculin,18-35,20
2024-09-10,Mbuji-Mayi,COVID-19,Masculin,6-17,4
2024-09-10,Lubumbashi,Choléra,Masculin,60+,17
2024-09-10,Goma,Choléra,Masculin,18-35,18
2024-09-10,Goma,Paludisme,Féminin,18-35,9
2024-09-10,Kinshasa,Choléra,Masculin,60+,11
2024-09-10,Kinshasa,Tuberculose,Masculin,18-35,15
2024-09-10,Mbuji-Mayi,Tuberculose,Masculin,60+,4
2024-09-10,Kinshasa,COVID-19,Masculin,0-5,15
2024-09-10,Mbuji-Mayi,COVID-19,Féminin,60+,20
2024-09-10,Goma,Rougeole,Féminin,60+,6
2024-09-10,Mbuji-Mayi,Tuberculose,Féminin,0-5,7
2024-09-11,Goma,Tuberculose,Masculin,0-5,15
2024-09-11,Goma,Paludisme,Féminin,60+,5
2024-09-11,Goma,Rougeole,Masculin,0-5,3
2024-09-11,Kisangani,Tuberculose,Féminin,18-35,3
2024-09-11,Lubumbashi,Tuberculose,Féminin,18-35,19
2024-09-11,Kinshasa,Paludisme,Féminin,36-60,3
2024-09-11,Mbuji-Mayi,Rougeole,Féminin,60+,3
2024-09-11,Goma,Choléra,Masculin,6-17,18
2024-09-12,Kisangani,Rougeole,Masculin,0-5,14
2024-09-12,Kisangani,Choléra,Masculin,60+,7
2024-09-12,Kinshasa,Rougeole,Féminin,0-5,7
2024-09-12,Mbuji-Mayi,Paludisme,Masculin,36-60,9
2024-09-12,Kinshasa,COVID-19,Féminin,60+,17
2024-09-13,Kisangani,Rougeole,Féminin,18-35,3
2024-09-13,Kinshasa,Choléra,Masculin,18-35,5
2024-09-13,Mbuji-Mayi,Paludisme,Masculin,60+,5
2024-09-13,Goma,Rougeole,Féminin,18-35,9
2024-09-13,Lubumbashi,Rougeole,Féminin,36-60,15
2024-09-13,Mbuji-Mayi,COVID-19,Masculin,6-17,14
2024-09-13,Kisangani,Paludisme,Masculin,36-60,13
2024-09-13,Kinshasa,Choléra,Masculin,36-60,10
2024-09-13,Kisangani,Paludisme,Masculin,6-17,1
2024-09-13,Mbuji-Mayi,Paludisme,Masculin,36-60,5
2024-09-13,Mbuji-Mayi,Choléra,Féminin,60+,2
2024-09-13,Kisangani,Rougeole,Féminin,60+,17
2024-09-14,Lubumbashi,Choléra,Féminin,0-5,2
2024-09-14,Lubumbashi,Paludisme,Féminin,60+,4
2024-09-14,Lubumbashi,Paludisme,Féminin,0-5,6
2024-09-14,Goma,Choléra,Féminin,36-60,1
2024-09-14,Goma,Paludisme,Masculin,0-5,6
2024-09-14,Kisangani,Rougeole,Féminin,60+,4
2024-09-14,Kisangani,Paludisme,Féminin,18-35,14
2024-09-14,Goma,Choléra,Masculin,36-60,13
2024-09-14,Kisangani,COVID-19,Féminin,0-5,15
2024-09-14,Mbuji-Mayi,Tuberculose,Masculin,0-5,13
2024-09-14,Kisangani,COVID-19,Masculin,0-5,10
2024-09-14,Lubumbashi,Tuberculose,Féminin,36-60,7
2024-09-14,Goma,Rougeole,Masculin,18-35,8
2024-09-14,Kisangani,Tuberculose,Masculin,0-5,14
2024-09-14,Kisangani,Paludisme,Masculin,6-17,11
2024-09-15,Kinshasa,Choléra,Féminin,0-5,16
2024-09-15,Kinshasa,Choléra,Féminin,60+,15
2024-09-15,Lubumbashi,Paludisme,Féminin,0-5,11
2024-09-15,Lubumbashi,Tuberculose,Masculin,0-5,15
2024-09-15,Kinshasa,Choléra,Masculin,6-17,7
2024-09-15,Kisangani,Choléra,Féminin,60+,11
2024-09-15,Kinshasa,COVID-19,Masculin,0-5,18
2024-09-15,Lubumbashi,Tuberculose,Masculin,60+,19
2024-09-15,Mbuji-Mayi,Rougeole,Masculin,18-35,2
2024-09-15,Mbuji-Mayi,Rougeole,Féminin,60+,17
2024-09-16,Kisangani,Tuberculose,Féminin,60+,7
2024-09-16,Goma,Tuberculose,Féminin,60+,9
2024-09-16,Goma,Tuberculose,Masculin,18-35,18
2024-09-16,Kisangani,Choléra,Masculin,0-5,5
2024-09-16,Mbuji-Mayi,Rougeole,Masculin,0-5,15
2024-09-16,Mbuji-Mayi,Rougeole,Féminin,36-60,3
2024-09-16,Goma,Paludisme,Féminin,0-5,3
2024-09-16,Lubumbashi,Rougeole,Féminin,36-60,3
2024-09-16,Mbuji-Mayi,Choléra,Féminin,18-35,13
2024-09-16,Kinshasa,Rougeole,Féminin,60+,14
2024-09-16,Kinshasa,Tuberculose,Féminin,18-35,14
2024-09-16,Kisangani,COVID-19,Masculin,18-35,11
2024-09-17,Goma,COVID-19,Féminin,0-5,18
2024-09-17,Mbuji-Mayi,Tuberculose,Féminin,60+,6
2024-09-17,Kisangani,Paludisme,Féminin,0-5,4
2024-09-17,Goma,Rougeole,Masculin,0-5,17
2024-09-17,Goma,Rougeole,Masculin,60+,19
2024-09-17,Kinshasa,Tuberculose,Masculin,36-60,20
2024-09-17,Kisangani,Rougeole,Féminin,0-5,13
2024-09-17,Goma,Tuberculose,Masculin,0-5,9
2024-09-17,Mbuji-Mayi,COVID-19,Féminin,0-5,10
2024-09-17,Goma,Tuberculose,Masculin,6-17,20
2024-09-17,Kisangani,Choléra,Masculin,6-17,4
2024-09-17,Lubumbashi,Choléra,Féminin,18-35,2
2024-09-17,Kisangani,COVID-19,Féminin,36-60,8
2024-09-17,Lubumbashi,Tuberculose,Féminin,18-35,12
2024-09-17,Mbuji-Mayi,COVID-19,Masculin,6-17,5
2024-09-18,Goma,Tuberculose,Masculin,0-5,1
2024-09-18,Lubumbashi,Choléra,Masculin,0-5,13
2024-09-18,Kinshasa,Tuberculose,Féminin,0-5,2
2024-09-18,Mbuji-Mayi,COVID-19,Féminin,18-35,5
2024-09-18,Goma,Tuberculose,Masculin,0-5,3
2024-09-18,Lubumbashi,Tuberculose,Féminin,36-60,7
2024-09-18,Kisangani,Rougeole,Féminin,36-60,8
2024-09-19,Mbuji-Mayi,Rougeole,Masculin,0-5,1
2024-09-19,Lubumbashi,COVID-19,Masculin,0-5,19
2024-09-19,Goma,Rougeole,Féminin,60+,3
2024-09-19,Kisangani,Rougeole,Masculin,6-17,16
2024-09-19,Goma,Choléra,Féminin,60+,6
2024-09-19,Kinshasa,Paludisme,Masculin,18-35,17
2024-09-19,Goma,Rougeole,Féminin,6-17,10
2024-09-20,Kisangani,COVID-19,Masculin,36-60,2
2024-09-20,Goma,Tuberculose,Féminin,6-17,3
2024-09-20,Mbuji-Mayi,COVID-19,Féminin,18-35,16
2024-09-20,Goma,Paludisme,Masculin,36-60,3
2024-09-20,Kisangani,Choléra,Masculin,60+,11
2024-09-20,Kisangani,Choléra,Féminin,60+,6
2024-09-20,Lubumbashi,Choléra,Féminin,0-5,4
2024-09-20,Mbuji-Mayi,Paludisme,Féminin,18-35,4
2024-09-20,Kinshasa,Tuberculose,Masculin,18-35,15
2024-09-20,Kinshasa,Paludisme,Féminin,36-60,5
2024-09-20,Lubumbashi,Tuberculose,Masculin,18-35,8
2024-09-20,Goma,Tuberculose,Féminin,6-17,16
2024-09-20,Goma,Paludisme,Masculin,0-5,5
2024-09-21,Lubumbashi,Paludisme,Masculin,60+,17
2024-09-21,Kinshasa,Tuberculose,Féminin,6-17,12
2024-09-21,Lubumbashi,Tuberculose,Masculin,6-17,5
2024-09-21,Kinshasa,Choléra,Masculin,36-60,5
2024-09-21,Kisangani,Rougeole,Féminin,0-5,18
2024-09-21,Mbuji-Mayi,Paludisme,Féminin,18-35,13
2024-09-21,Lubumbashi,COVID-19,Masculin,6-17,16
2024-09-21,Kinshasa,Tuberculose,Masculin,18-35,4
2024-09-21,Kisangani,Tuberculose,Féminin,36-60,20
2024-09-21,Kisangani,COVID-19,Féminin,36-60,1
2024-09-21,Kinshasa,Rougeole,Masculin,6-17,17
2024-09-22,Kisangani,Paludisme,Masculin,60+,18
2024-09-22,Lubumbashi,Rougeole,Féminin,36-60,14
2024-09-22,Kisangani,Choléra,Féminin,6-17,16
2024-09-22,Mbuji-Mayi,Choléra,Masculin,36-60,1
2024-09-22,Mbuji-Mayi,Choléra,Masculin,36-60,5
2024-09-22,Kisangani,Paludisme,Masculin,6-17,17
2024-09-22,Mbuji-Mayi,Tuberculose,Masculin,6-17,17
2024-09-22,Kisangani,Tuberculose,Féminin,18-35,4
2024-09-22,Lubumbashi,Choléra,Féminin,0-5,3
2024-09-22,Kisangani,Rougeole,Masculin,0-5,6
2024-09-22,Lubumbashi,COVID-19,Féminin,6-17,9
2024-09-22,Goma,Paludisme,Féminin,6-17,1
2024-09-23,Lubumbashi,Rougeole,Masculin,6-17,1
2024-09-23,Mbuji-Mayi,Rougeole,Féminin,6-17,2
2024-09-23,Kisangani,COVID-19,Féminin,0-5,17
2024-09-23,Lubumbashi,COVID-19,Féminin,18-35,15
2024-09-23,Kinshasa,Tuberculose,Féminin,18-35,19
2024-09-24,Lubumbashi,Tuberculose,Féminin,18-35,6
2024-09-24,Kisangani,Choléra,Féminin,0-5,11
2024-09-24,Goma,Choléra,Féminin,60+,14
2024-09-24,Kisangani,Tuberculose,Féminin,36-60,2
2024-09-24,Goma,Rougeole,Masculin,6-17,13
2024-09-24,Lubumbashi,Choléra,Masculin,60+,9
2024-09-24,Mbuji-Mayi,COVID-19,Féminin,36-60,11
2024-09-24,Goma,Rougeole,Masculin,0-5,19
2024-09-24,Mbuji-Mayi,Paludisme,Féminin,0-5,15
2024-09-25,Goma,Paludisme,Féminin,60+,1
2024-09-25,Mbuji-Mayi,Choléra,Féminin,18-35,1
2024-09-25,Lubumbashi,Rougeole,Masculin,36-60,17
2024-09-25,Goma,Tuberculose,Féminin,6-17,2
2024-09-25,Goma,COVID-19,Féminin,0-5,19
2024-09-25,Kisangani,Tuberculose,Féminin,6-17,14
2024-09-26,Kisangani,COVID-19,Masculin,0-5,18
2024-09-26,Kinshasa,COVID-19,Masculin,6-17,10
2024-09-26,Mbuji-Mayi,Tuberculose,Masculin,36-60,6
2024-09-26,Mbuji-Mayi,Rougeole,Féminin,36-60,2
2024-09-26,Goma,Rougeole,Masculin,36-60,9
2024-09-27,Lubumbashi,Choléra,Féminin,60+,5
2024-09-27,Kinshasa,Choléra,Masculin,18-35,14
2024-09-27,Kinshasa,Rougeole,Féminin,60+,14
2024-09-27,Kisangani,Choléra,Féminin,0-5,13
2024-09-27,Kisangani,Tuberculose,Masculin,0-5,11
2024-09-27,Goma,Paludisme,Féminin,36-60,13
2024-09-27,Mbuji-Mayi,Paludisme,Féminin,18-35,1
2024-09-27,Kisangani,Choléra,Féminin,60+,16
2024-09-27,Kinshasa,Rougeole,Féminin,18-35,18
2024-09-27,Lubumbashi,Rougeole,Féminin,60+,12
2024-09-27,Mbuji-Mayi,Rougeole,Masculin,6-17,5
